Date,Change,Percent Change,Open,High,Low,Close,Average,Volume,Value
18/02/2025,0.05,0.22%,22.65,22.95,22.60,22.70,22.75,"12,498,114","285,694,048"
17/02/2025,-0.20,-0.88%,22.90,22.90,22.60,22.65,22.75,"9,304,053","212,170,934"
14/02/2025,-0.05,-0.22%,23.00,23.00,22.80,22.85,22.91,"8,323,592","190,530,410"
13/02/2025,0.20,0.88%,22.85,22.90,22.60,22.90,22.78,"7,558,104","172,199,630"
12/02/2025,-0.30,-1.30%,23.00,23.05,22.70,22.70,22.87,"8,361,097","190,877,210"
11/02/2025,0.10,0.44%,23.00,23.00,22.85,23.00,22.93,"7,784,308","178,529,850"
10/02/2025,0.15,0.66%,22.70,23.25,22.45,22.90,22.92,"19,859,918","455,491,803"
07/02/2025,0.15,0.66%,22.70,23.00,22.40,22.75,22.78,"14,237,917","324,379,988"
06/02/2025,0.10,0.44%,22.55,22.95,22.55,22.60,22.70,"11,107,923","252,344,996"
05/02/2025,0.05,0.22%,22.50,22.55,22.30,22.50,22.42,"26,174,506","588,393,865"
04/02/2025,0.40,1.81%,22.20,22.60,22.10,22.45,22.38,"12,433,300","278,424,440"
03/02/2025,-0.35,-1.56%,22.05,22.25,21.95,22.05,22.07,"9,831,105","217,738,523"
24/01/2025,0.20,0.90%,22.05,22.45,22.05,22.40,22.29,"9,798,321","218,434,224"
23/01/2025,0.40,1.83%,21.90,22.25,21.80,22.20,22.06,"15,239,720","336,754,091"
22/01/2025,-0.05,-0.23%,21.95,21.95,21.75,21.80,21.83,"8,167,130","179,746,861"
21/01/2025,0.00,0.00%,21.95,22.05,21.75,21.85,21.89,"16,803,726","355,175,809"
20/01/2025,0.35,1.63%,21.50,21.95,21.50,21.85,21.76,"9,424,660","205,924,890"
17/01/2025,0.10,0.47%,21.50,21.50,21.35,21.50,21.42,"7,965,419","172,779,672"
16/01/2025,0.05,0.23%,21.50,21.60,21.35,21.40,21.44,"9,901,825","213,720,976"
15/01/2025,0.05,0.23%,21.45,21.50,21.30,21.35,21.38,"9,917,588","210,612,238"
14/01/2025,-0.20,-0.93%,21.40,21.50,21.15,21.30,21.31,"7,936,021","170,916,890"
13/01/2025,0.35,1.65%,21.15,21.50,20.95,21.50,21.25,"9,021,557","192,298,350"
10/01/2025,-0.35,-1.63%,21.45,21.50,21.15,21.15,21.31,"10,415,525","223,330,392"
09/01/2025,-0.10,-0.46%,21.60,21.70,21.45,21.50,21.55,"7,521,334","164,253,460"
08/01/2025,-0.05,-0.23%,21.45,21.70,21.45,21.60,21.58,"8,416,606","183,013,081"
07/01/2025,0.45,2.12%,21.70,21.70,21.20,21.65,21.57,"14,558,378","314,847,544"
06/01/2025,-0.30,-1.21%,24.70,24.90,24.40,24.40,24.68,"15,135,823","373,947,209"
03/01/2025,-0.50,-1.98%,25.20,25.20,24.70,24.70,24.91,"11,230,619","279,984,696"
02/01/2025,0.10,0.40%,25.15,25.45,25.05,25.20,25.24,"13,462,054","340,396,366"
31/12/2024,0.30,1.21%,24.80,25.10,24.80,25.10,25.00,"11,771,339","294,546,056"
30/12/2024,-0.25,-1.00%,25.15,25.15,24.80,24.80,24.97,"11,594,996","289,960,647"
27/12/2024,0.15,0.60%,25.05,25.30,25.00,25.05,25.12,"18,498,042","465,564,108"
